timestamps,TP9,AF7,AF8,TP10,Right AUX
1680451805.083,-65.430,-39.551,-32.715,-43.945,0.000
1680451805.086,-53.711,-33.691,-28.809,-32.715,0.000
1680451805.090,-47.363,-30.762,-22.461,-34.180,0.000
1680451805.094,-42.480,-29.785,-26.367,-37.109,0.000
1680451805.098,-35.645,-28.320,-32.227,-41.992,0.000
1680451805.102,-30.762,-29.297,-36.133,-40.527,0.000
1680451805.106,-36.133,-34.180,-29.297,-27.832,0.000
1680451805.110,-51.270,-40.527,-26.367,-39.551,0.000
1680451805.114,-37.109,-41.992,-31.250,-33.691,0.000
1680451805.118,-33.691,-31.738,-31.738,-37.109,0.000
1680451805.122,-56.641,-27.344,-32.227,-66.406,0.000
1680451805.126,-49.316,-32.715,-32.227,-57.617,0.000
1680451805.129,-12.695,-33.691,-13.672,-20.508,0.000
1680451805.133,-11.230,-23.438,-14.648,-24.414,0.000
1680451805.137,-39.551,-14.160,-35.645,-58.105,0.000
1680451805.141,-39.062,-23.438,-35.156,-46.875,0.000
1680451805.145,-47.852,-35.645,-26.367,-48.340,0.000
1680451805.149,-43.945,-34.668,-16.113,-47.852,0.000
1680451805.153,-25.391,-27.832,-17.578,-30.273,0.000
1680451805.157,-32.715,-17.090,-20.996,-41.504,0.000
1680451805.161,-40.527,-19.531,-16.113,-46.387,0.000
1680451805.165,-42.480,-26.367,-9.766,-42.480,0.000
1680451805.168,-38.086,-17.090,-10.254,-47.363,0.000
1680451805.172,-25.879,-13.184,-21.484,-38.086,0.000
1680451805.176,-21.973,-14.160,-23.926,-32.715,0.000
1680451805.180,-29.785,-18.066,-27.832,-45.410,0.000
1680451805.184,-33.691,-30.273,-29.297,-41.992,0.000
1680451805.188,-26.855,-25.391,-27.344,-27.832,0.000
1680451805.192,-33.691,-15.625,-32.227,-42.480,0.000
1680451805.196,-11.230,-20.020,-28.809,-40.039,0.000
1680451805.200,3.418,-22.949,-27.832,-22.949,0.000
1680451805.204,-26.855,-30.762,-27.344,-37.598,0.000
1680451805.208,-31.738,-38.086,-22.461,-40.039,0.000
1680451805.211,-23.438,-29.297,-18.066,-35.645,0.000
1680451805.215,-12.695,-21.973,-23.438,-42.969,0.000
1680451805.219,-20.020,-35.645,-31.738,-44.922,0.000
1680451805.223,-32.715,-44.434,-21.973,-42.969,0.000
1680451805.227,-26.855,-43.945,-18.555,-38.086,0.000
1680451805.231,-24.902,-35.156,-32.227,-39.062,0.000
1680451805.235,-21.973,-23.926,-37.598,-41.992,0.000
1680451805.239,-12.207,-25.391,-25.879,-33.691,0.000
1680451805.243,-20.996,-30.762,-24.902,-30.762,0.000
1680451805.247,-31.738,-27.832,-30.762,-34.180,0.000
1680451805.251,-15.625,-20.020,-33.691,-25.879,0.000
1680451805.254,-12.695,-21.484,-1.953,-27.344,0.000
1680451805.258,-24.902,-25.879,8.789,-39.062,0.000
1680451805.262,-35.645,-27.344,-32.715,-34.180,0.000
1680451805.266,-36.621,-27.832,-38.086,-37.109,0.000
1680451805.270,-37.598,-28.320,-35.156,-41.504,0.000
1680451805.274,-41.016,-27.344,-36.621,-41.016,0.000
1680451805.278,-29.785,-25.391,-40.527,-36.621,0.000
1680451805.282,-20.996,-27.832,-33.691,-19.531,0.000
1680451805.286,-13.672,-36.133,-26.367,-6.836,0.000
1680451805.290,-21.484,-33.203,-30.273,-21.973,0.000
1680451805.293,-32.227,-20.508,-35.645,-44.922,0.000
1680451805.297,-22.461,-25.391,-32.715,-41.016,0.000
1680451805.301,-23.438,-33.691,0.977,-32.227,0.000
1680451805.305,-34.180,-30.762,-14.160,-38.574,0.000
1680451805.309,-25.879,-29.785,-36.621,-28.320,0.000
1680451805.313,-16.113,-29.297,-25.391,-17.090,0.000
1680451805.317,-19.043,-28.320,-31.250,-38.086,0.000
1680451805.321,-47.363,-30.273,-40.039,-55.176,0.000
1680451805.325,-56.641,-34.668,-36.621,-43.945,0.000
1680451805.329,-35.156,-35.645,-30.273,-25.879,0.000
1680451805.333,-39.062,-34.668,-30.273,-35.156,0.000
1680451805.336,-41.992,-33.691,-30.762,-37.109,0.000
1680451805.340,-40.527,-34.180,-33.203,-34.180,0.000
1680451805.344,-46.875,-33.203,-27.344,-39.551,0.000
1680451805.348,-40.039,-26.855,-22.949,-25.879,0.000
1680451805.352,-25.879,-25.879,-31.738,-20.508,0.000
1680451805.356,-23.438,-29.785,-34.668,-31.250,0.000
1680451805.360,-38.574,-29.785,-36.621,-39.551,0.000
1680451805.364,-39.062,-29.297,-34.180,-38.574,0.000
1680451805.368,-34.668,-30.762,-37.598,-31.738,0.000
1680451805.372,-38.086,-28.320,-42.480,-31.250,0.000
1680451805.375,-21.973,-28.320,-38.574,-28.809,0.000
1680451805.379,-25.879,-35.156,-36.621,-38.086,0.000
1680451805.383,-41.016,-33.691,-41.016,-46.387,0.000
1680451805.387,-42.480,-32.715,-37.109,-37.598,0.000
1680451805.391,-40.039,-29.297,-33.203,-35.156,0.000
1680451805.395,-23.926,-26.855,-36.133,-38.574,0.000
1680451805.399,-29.785,-29.785,-38.574,-37.109,0.000
1680451805.403,-40.527,-31.738,-38.086,-41.016,0.000
1680451805.407,-30.273,-32.227,-34.668,-39.062,0.000
1680451805.411,-33.203,-35.645,-34.180,-36.621,0.000
1680451805.415,-35.156,-40.527,-32.715,-35.645,0.000
1680451805.418,-38.574,-41.016,-32.227,-38.574,0.000
1680451805.422,-54.199,-44.434,-38.086,-45.898,0.000
1680451805.426,-60.547,-46.875,-44.434,-47.363,0.000
1680451805.430,-37.598,-37.598,-34.668,-32.715,0.000
1680451805.434,-27.832,-38.574,-30.273,-22.949,0.000
1680451805.438,-40.527,-39.062,-32.227,-40.039,0.000
1680451805.442,-43.457,-33.203,-28.809,-41.992,0.000
1680451805.446,-53.711,-35.156,-42.480,-40.527,0.000
1680451805.450,-30.273,-29.785,1.953,-23.926,0.000
1680451805.454,-11.719,-26.367,18.066,-13.184,0.000
1680451805.458,-26.367,-33.691,-41.992,-30.762,0.000
1680451805.461,-26.367,-32.227,-47.363,-38.086,0.000
1680451805.465,-36.133,-37.598,-38.574,-36.621,0.000
1680451805.469,-31.738,-36.133,-35.645,-28.809,0.000
1680451805.473,-13.184,-33.691,-40.527,-22.949,0.000
1680451805.477,-18.555,-35.156,-40.039,-22.461,0.000
1680451805.481,-23.438,-38.574,-33.203,-27.344,0.000
1680451805.485,-25.879,-39.551,-29.297,-34.180,0.000
1680451805.489,-28.320,-36.621,-36.621,-32.227,0.000
1680451805.493,-32.715,-39.062,-36.621,-29.785,0.000
1680451805.497,-43.457,-40.527,-18.555,-32.227,0.000
1680451805.500,-48.828,-40.039,-28.809,-31.738,0.000
1680451805.504,-53.223,-40.039,-41.992,-30.762,0.000
1680451805.508,-41.016,-33.203,-38.574,-28.809,0.000
1680451805.512,-25.391,-27.344,-34.180,-31.738,0.000
1680451805.516,-32.227,-34.180,-36.133,-47.363,0.000
1680451805.520,-39.551,-35.156,-34.668,-49.805,0.000
1680451805.524,-40.527,-30.762,-31.738,-33.691,0.000
1680451805.528,-34.180,-30.273,-35.156,-29.785,0.000
1680451805.532,-26.367,-26.367,-27.344,-21.484,0.000
1680451805.536,-29.785,-30.762,-31.738,-28.320,0.000
1680451805.540,-37.598,-33.691,-18.555,-34.180,0.000
1680451805.543,-50.781,-33.203,-9.766,-27.832,0.000
1680451805.547,-44.922,-33.203,-33.203,-30.273,0.000
1680451805.551,-26.855,-26.855,-33.691,-32.227,0.000
1680451805.555,-32.227,-31.250,-38.086,-35.645,0.000
1680451805.559,-56.641,-39.551,-49.805,-46.875,0.000
1680451805.563,-66.406,-35.645,-47.363,-48.340,0.000
1680451805.567,-58.105,-38.574,-40.039,-38.574,0.000
1680451805.571,-45.898,-38.574,-41.016,-40.527,0.000
1680451805.575,-39.062,-29.297,-37.109,-47.852,0.000
1680451805.579,-42.480,-26.367,-41.992,-54.688,0.000
1680451805.583,-59.570,-29.297,-40.527,-59.082,0.000
1680451805.586,-76.172,-41.504,-15.137,-60.547,0.000
1680451805.590,-65.430,-44.922,-31.738,-61.523,0.000
1680451805.594,-36.133,-30.273,-49.805,-45.898,0.000
1680451805.598,-33.203,-24.902,-40.039,-47.363,0.000
1680451805.602,-44.922,-25.879,-32.715,-49.316,0.000
1680451805.606,-28.809,-21.484,-35.156,-34.668,0.000
1680451805.610,10.254,-17.578,-39.551,-15.625,0.000
1680451805.614,11.719,-23.926,-33.203,-14.648,0.000
1680451805.618,-16.113,-36.621,-36.621,-36.133,0.000
1680451805.622,-25.391,-37.598,-37.109,-35.156,0.000
1680451805.625,-36.621,-31.250,-34.668,-25.879,0.000
1680451805.629,-45.898,-35.645,-20.508,-24.414,0.000
1680451805.633,-29.297,-44.922,-3.906,-11.719,0.000
