timestamps,TP9,AF7,AF8,TP10
1683642571.976,-59.082,-55.664,-47.363,-76.660
1683642571.980,-58.105,-47.852,-34.180,-66.895
1683642571.984,-29.297,-24.414,-19.043,-16.113
1683642572.001,-16.113,-25.879,-26.855,4.395
1683642572.005,-39.062,-40.527,-44.434,-36.621
1683642572.009,-63.965,-46.875,-45.898,-77.637
1683642572.013,-64.941,-42.969,-31.250,-69.824
1683642572.017,-42.969,-28.320,-16.113,-25.879
1683642572.021,-33.203,-23.926,-25.391,-2.930
1683642572.025,-50.293,-32.227,-44.922,-29.785
1683642572.028,-68.359,-44.922,-46.387,-69.336
1683642572.032,-67.871,-45.898,-26.367,-66.895
1683642572.036,-46.387,-35.645,-12.695,-27.344
1683642572.040,-28.320,-22.461,-17.090,0.488
1683642572.044,-38.086,-27.344,-35.156,-19.531
1683642572.046,-58.594,-48.340,-46.387,-65.430
1683642572.050,-58.105,-45.898,-27.344,-69.824
1683642572.054,-28.320,-22.461,-4.395,-24.414
1683642572.058,-1.465,-10.742,-6.836,7.812
1683642572.062,-8.789,-20.996,-27.344,-8.789
1683642572.066,-31.738,-32.227,-38.574,-51.270
1683642572.070,-36.621,-29.297,-29.785,-68.848
1683642572.073,-15.625,-19.043,-15.137,-30.273
1683642572.077,0.000,-21.484,-19.531,11.719
1683642572.081,-8.301,-34.668,-36.621,-3.418
1683642572.085,-26.367,-34.668,-44.922,-44.434
1683642572.089,-37.598,-36.621,-34.180,-58.105
1683642572.092,-22.949,-22.461,-10.742,-23.438
1683642572.096,-4.883,-12.695,-9.277,11.230
1683642572.100,-9.277,-14.160,-26.367,4.395
1683642572.104,-31.250,-23.438,-35.156,-36.621
1683642572.108,-50.781,-36.133,-31.250,-64.941
1683642572.112,-49.805,-28.809,-20.508,-43.945
1683642572.116,-36.621,-20.996,-18.066,-4.395
1683642572.119,-38.086,-27.832,-33.691,-0.977
1683642572.123,-60.547,-44.434,-49.316,-46.387
1683642572.127,-82.520,-55.664,-41.016,-82.520
1683642572.131,-81.055,-42.969,-22.461,-67.383
1683642572.135,-52.246,-22.949,-12.695,-20.508
1683642572.136,-33.691,-22.461,-22.949,-6.836
1683642572.140,-47.852,-38.574,-41.016,-45.410
1683642572.144,-68.359,-42.480,-41.992,-84.961
1683642572.148,-59.082,-32.227,-29.297,-72.754
1683642572.152,-23.438,-23.438,-16.602,-18.555
1683642572.156,-6.836,-15.625,-19.531,6.836
1683642572.160,-26.367,-17.090,-39.551,-33.203
1683642572.163,-49.805,-33.691,-45.410,-79.590
1683642572.167,-44.922,-39.551,-33.203,-73.730
1683642572.171,-16.113,-19.531,-19.043,-20.020
1683642572.175,0.977,-9.766,-27.344,6.348
1683642572.179,-10.254,-21.484,-47.363,-25.879
1683642572.181,-26.367,-31.250,-45.410,-59.570
1683642572.185,-31.250,-28.320,-31.250,-52.734
1683642572.189,-17.578,-20.020,-21.484,-9.277
1683642572.193,-3.906,-15.625,-19.531,18.555
1683642572.197,-21.973,-29.785,-37.598,-12.207
1683642572.201,-55.664,-46.387,-52.246,-65.430
1683642572.205,-60.547,-39.551,-37.109,-67.383
1683642572.208,-41.504,-30.762,-16.602,-23.926
1683642572.212,-32.715,-32.227,-21.484,7.324
1683642572.216,-48.828,-41.504,-41.992,-20.508
1683642572.220,-76.660,-48.340,-51.758,-69.824
1683642572.224,-80.566,-50.781,-39.551,-78.613
1683642572.227,-62.500,-45.898,-21.484,-42.480
1683642572.231,-41.992,-27.344,-15.137,0.488
1683642572.235,-38.574,-22.949,-27.832,-7.324
1683642572.239,-60.547,-41.504,-41.504,-53.223
1683642572.243,-71.777,-50.293,-35.645,-76.172
1683642572.247,-50.781,-35.156,-16.113,-42.480
1683642572.251,-25.879,-14.160,-6.836,10.254
1683642572.254,-18.555,-17.090,-25.391,6.836
1683642572.258,-33.691,-35.645,-41.504,-40.039
1683642572.262,-45.898,-45.410,-30.762,-63.965
1683642572.266,-29.785,-37.598,-12.695,-37.598
1683642572.270,-1.953,-23.438,-7.324,7.324
